zid,z_id,z_pop,z_house_unit,z_land,z_water,z_lat_d,z_long_d,z_lat_r,z_long_r
z18630,18630,3556,1696,65.87,0.756,41.662144,-76.023636,0.7271415862400004,-1.3268627575376917
z18631,18631,1286,580,1.717,0.163,41.029907,-76.304374,0.716106968937069,-1.3317625599731555
z18632,18632,409,235,5.204,0.012,41.45936,-76.377495,0.7236023377696362,-1.3330387621755064
z18634,18634,13569,6831,14.829,0.327,41.185512,-76.022619,0.7188227885196349,-1.326845007539199
z18635,18635,3881,1696,38.202,0.491,41.02924,-76.201347,0.7160953275909583,-1.3299643996047035
z18636,18636,1438,660,44.49,0.055,41.39141,-76.113651,0.7224163865429061,-1.3284338156638746
z18640,18640,17155,8135,28.365,0.465,41.29823,-75.738725,0.7207900887458978,-1.3218901225125423
z18641,18641,6812,3183,4.367,0.02,41.342515,-75.722968,0.7215630078051434,-1.3216151109823053
z18642,18642,4345,2062,5.422,0.191,41.356348,-75.773181,0.7218044392005718,-1.3224914931596092
z18643,18643,12908,6013,19.015,0.884,41.370822,-75.840422,0.7220570581565054,-1.323665070001943
z18644,18644,7546,3543,16.406,0.397,41.327911,-75.882405,0.7213081199211823,-1.3243978115818078
z18651,18651,8880,4519,12.067,0.497,41.25404,-75.959845,0.7200188277494415,-1.3257493945545522
z18653,18653,132,48,0.247,0.07,41.393759,-75.824277,0.7224573843270354,-1.3233832865942083
z18655,18655,6278,3050,72.235,1.149,41.187724,-76.203214,0.718861395202689,-1.3299969849018383
z18656,18656,2195,1029,52.1,0.538,41.333037,-76.18484,0.7213975854986394,-1.3296762981050767
z18657,18657,11985,5484,123.388,3.683,41.522511,-75.959481,0.7247045306455632,-1.325743041556075
z18660,18660,3702,1654,42.492,1.521,41.097733,-76.062014,0.7172907559555267,-1.3275325799980222
z18661,18661,5730,3589,135.014,0.916,41.07643,-75.74087,0.7169189484649744,-1.3219275598249975
z18701,18701,3447,1277,0.534,0.0,41.243648,-75.885029,0.7198374531335743,-1.3244436090213803
z18702,18702,40295,19284,69.311,1.649,41.230482,-75.757447,0.7196076630842567,-1.3222168830551007
z18704,18704,31206,15230,10.007,0.449,41.262553,-75.914636,0.7201674076286637,-1.324960348653018
z18705,18705,14806,7210,5.458,0.063,41.271834,-75.842735,0.7203293916365413,-1.3237054394675416
z18706,18706,16105,7811,26.497,0.32,41.203365,-75.914623,0.7191343821509933,-1.3249601217602154
z18707,18707,15557,6229,49.726,0.501,41.13575,-75.933499,0.7179542777772574,-1.3252895701098217
z18708,18708,8817,3705,16.524,0.095,41.295848,-75.963463,0.7207485150031152,-1.3258125405668895
z18709,18709,2903,1543,0.789,0.0,41.285469,-75.896388,0.7205673672800508,-1.324641860971114
z18801,18801,8266,4166,162.415,1.093,41.826389,-75.939711,0.7300082022699385,-1.3253979899629555
z18810,18810,6162,2696,45.968,1.318,41.933295,-76.50713,0.7318740639600756,-1.3353013197513293
z18812,18812,1644,1077,31.51,0.605,41.973201,-75.964742,0.7325705550513765,-1.3258348633280221
z18814,18814,156,70,0.584,0.014,41.784063,-76.607272,0.7292694742107394,-1.3370491273708613
z18816,18816,128,72,1.164,0.018,41.757157,-75.915633,0.7287998759221977,-1.3249777495856603
z18817,18817,306,126,1.841,0.005,41.872722,-76.631611,0.7308168656722651,-1.3374739230575043
z18818,18818,1394,731,45.749,0.164,41.911258,-76.044011,0.7314894457528135,-1.3272183683727856
z18821,18821,1153,559,3.455,0.195,41.98991,-75.722798,0.7328621821160922,-1.321612143922577
z18822,18822,3642,1642,41.587,0.215,41.970165,-75.794089,0.7325175668552859,-1.3228564065996165
z18823,18823,193,106,2.666,0.0,41.77831,-75.690089,0.729169065418872,-1.3210412641775422
z18824,18824,1401,715,29.87,0.363,41.697366,-75.787183,0.7277563261091379,-1.3227358741614736
z18825,18825,111,80,3.311,0.069,41.807883,-75.607728,0.7296852116385644,-1.319603793552307
z18826,18826,1910,958,45.645,0.462,41.745746,-75.748893,0.7286007164012527,-1.322067587590885
z18828,18828,352,179,10.026,0.003,41.806724,-76.096165,0.7296649832725338,-1.3281286273908708
z18829,18829,868,413,25.808,0.134,41.837702,-76.173504,0.7302056513682167,-1.3294784475810706
z18830,18830,735,427,24.137,0.265,41.959087,-76.11444,0.7323242192807499,-1.3284475863116727
z18831,18831,1039,507,29.173,0.277,41.894223,-76.598118,0.7311921289147363,-1.336889359931134
z18832,18832,1874,947,59.596,0.403,41.678555,-76.568614,0.7274280122235453,-1.3363744179886254
z18833,18833,2056,1352,106.352,0.623,41.597169,-76.483621,0.7260075585585172,-1.3348910102974778
z18834,18834,3691,2042,66.385,0.803,41.830968,-75.720933,0.7300881208963873,-1.3215795935320274
z18837,18837,3267,1466,90.134,0.518,41.915054,-76.302838,0.7315556984512193,-1.3317357517158448
z18840,18840,10731,5037,45.031,0.79,41.971552,-76.534965,0.7325417745720111,-1.3357871321486219
z18842,18842,278,132,4.119,0.006,41.749695,-75.623434,0.728669639453414,-1.3198779149646256
z18843,18843,277,135,0.877,0.0,41.794457,-75.899586,0.7294508837331918,-1.324697676600593
z18844,18844,1870,826,34.195,0.323,41.69097,-75.905239,0.7276446948501804,-1.3247963400632081
z18845,18845,297,172,9.671,0.124,41.787369,-76.182163,0.7293271747958103,-1.3296295756410008
z18846,18846,847,503,26.942,0.671,41.621411,-76.229986,0.7264306612757857,-1.330464244449182
z18847,18847,6024,3319,141.053,2.265,41.92882,-75.579031,0.7317959604760488,-1.3191029364168623
z18848,18848,9193,4494,105.973,2.543,41.751057,-76.454741,0.7286934108378262,-1.334386959209502
z18850,18850,2357,1041,60.192,0.793,41.854257,-76.462384,0.7304945906258842,-1.334520354724232
z18851,18851,706,483,28.022,0.243,41.933902,-76.176463,0.7318846581086352,-1.3295300918736372
z18853,18853,4252,2205,102.351,2.396,41.721414,-76.276925,0.7281760428876576,-1.3312834845467758
z18854,18854,1510,671,26.527,0.683,41.790684,-76.355747,0.7293850324605139,-1.3326591879697827
z18901,18901,27598,11351,20.153,0.812,40.306267,-75.147144,0.7034770683379372,-1.3115650862703017
z18902,18902,20973,7377,27.819,0.064,40.352134,-75.09568,0.7042775985059495,-1.3106668700240554
z18912,18912,39,16,0.397,0.002,40.323952,-75.056407,0.7037857298161524,-1.3099814268669194
z18913,18913,185,111,1.47,0.008,40.37939,-75.06001,0.7047533054468731,-1.310044311079869
z18914,18914,21063,7620,17.745,0.075,40.288824,-75.209814,0.7031726305565119,-1.3126588841125264
z18915,18915,1063,391,1.053,0.0,40.272097,-75.256828,0.7028806893325309,-1.313479433207059
z18917,18917,2158,959,0.583,0.0,40.376919,-75.205949,0.7047101783610563,-1.312591427136937
z18920,18920,361,181,2.729,0.107,40.497718,-75.084034,0.706818518644173,-1.310463608979368
z18923,18923,998,354,1.738,0.002,40.359341,-75.173921,0.7044033843851407,-1.3120324330841082
z18925,18925,6195,2270,10.74,0.088,40.288811,-75.058039,0.7031724036637091,-1.310009910640312
z18929,18929,9306,3096,8.125,0.094,40.255513,-75.080152,0.7025912439293801,-1.3103958552978054
z18930,18930,2721,1145,22.313,0.786,40.521074,-75.218673,0.7072261577442687,-1.3128135028309604
z18932,18932,388,158,1.256,0.001,40.293616,-75.254708,0.7032562667342674,-1.3134424322269167
z18935,18935,116,58,0.072,0.0,40.437016,-75.403473,0.7057590688816273,-1.3160388712886462
z18936,18936,4,2,0.733,0.0,40.22405,-75.230959,0.702042110986825,-1.3130279339828608
z18938,18938,13989,6510,40.923,0.934,40.351048,-74.998049,0.7042586442302728,-1.3089628876220407
z18940,18940,28825,11274,32.681,0.216,40.261315,-74.937775,0.7026925079325809,-1.3079109078686937
z18942,18942,3260,1410,22.463,0.269,40.471159,-75.160467,0.7063549766481358,-1.3117976164865448
z18944,18944,24479,9262,46.196,0.911,40.389293,-75.234442,0.704926145402698,-1.3130887238007076
z18947,18947,6172,2323,23.909,0.135,40.422899,-75.117839,0.7055126807511234,-1.3110536175330048
z18950,18950,252,102,1.162,0.236,40.445221,-75.074432,0.7059022731467534,-1.3102960224645916
z18951,18951,34651,13675,66.618,1.036,40.452359,-75.348942,0.7060268547487608,-1.3150871257942411
z18954,18954,9745,3292,6.745,0.046,40.22547,-74.993015,0.7020668946622034,-1.3088750277474954
z18955,18955,1662,639,2.634,0.007,40.47664,-75.313694,0.7064506381444376,-1.3144719321394982
z18960,18960,12473,5131,19.26,0.115,40.366237,-75.325845,0.7045237422903582,-1.3146840070969081
z18962,18962,515,202,0.238,0.0,40.346684,-75.271138,0.7041824780617159,-1.3137291898230194
z18964,18964,13812,5386,9.35,0.0,40.30347,-75.337889,0.703428251478759,-1.3148942145520184
z18966,18966,37999,14644,16.224,0.313,40.188468,-75.009898,0.7014210879323804,-1.3091696916851097
z18969,18969,15273,5989,16.941,0.061,40.326304,-75.368422,0.7038267799601593,-1.3154271159325295
z18970,18970,696,286,0.407,0.0,40.412007,-75.38117,0.7053225794889961,-1.315649610505574
z18972,18972,3512,1691,23.539,0.841,40.52732,-75.124666,0.7073351710093483,-1.3111727711610386
z18974,18974,40953,16602,19.075,0.102,40.217062,-75.072803,0.7019201473786957,-1.3102675910510764
z18976,18976,19795,7215,10.832,0.07,40.248905,-75.143441,0.7024759125724083,-1.3115004567281003
z18977,18977,4291,1750,5.228,0.449,40.286862,-74.882113,0.7031383871965877,-1.3069394227004487
z18980,18980,510,197,2.376,0.011,40.269965,-75.017182,0.7028434789128782,-1.309296821467825
z19001,19001,17020,6562,3.463,0.0,40.125912,-75.125442,0.700329279765503,-1.3111863149160339
z19002,19002,32412,12717,20.771,0.04,40.186587,-75.206777,0.7013882582891505,-1.3126058784631436
z19003,19003,12519,5722,1.942,0.0,40.001553,-75.298929,0.6981588057610153,-1.3142142342754413
z19004,19004,9416,4046,2.763,0.007,40.009753,-75.231508,0.698301922759679,-1.3130375158404541
z19006,19006,21423,8313,12.839,0.0,40.150436,-75.033899,0.700757304311262,-1.3095885881588807
z19007,19007,21125,8904,6.818,0.971,40.113179,-74.85765,0.7001070469918464,-1.3065124628055333
z19008,19008,20535,7697,6.556,0.001,39.972605,-75.360258,0.697653567849148,-1.3152846272523968
z19009,19009,864,267,1.301,0.0,40.137805,-75.064242,0.7005368517734426,-1.3101181734138132
z19010,19010,21103,8404,8.429,0.0,40.023624,-75.329727,0.698544017380223,-1.3147517607784704
z19012,19012,6670,2385,1.757,0.0,40.059767,-75.10588,0.6991748317317713,-1.3108448936077588
z19013,19013,35130,14253,5.723,0.008,39.848163,-75.378097,0.6954816452213811,-1.31559597653766
z19014,19014,21206,7955,8.997,0.002,39.864907,-75.432958,0.6957738831513351,-1.3165534816185966
z19015,19015,16632,7009,3.279,0.003,39.868633,-75.392945,0.6958389141192645,-1.3158551230249962
z19017,19017,348,105,0.89,0.002,39.892229,-75.460142,0.696250742009565,-1.317027931922459
z19018,19018,23360,10291,2.705,0.0,39.923075,-75.298595,0.6967891062706352,-1.3142084048757396
z19020,19020,55493,23235,17.235,1.087,40.100591,-74.938934,0.6998873449456054,-1.3079311362347243
z19021,19021,10074,3965,3.414,0.701,40.089651,-74.892183,0.6996964059254372,-1.3071151773561245
z19022,19022,3669,1652,1.316,0.0,39.86144,-75.337022,0.6957133725861685,-1.3148790825474035
z19023,19023,22164,8317,1.997,0.0,39.91714,-75.267387,0.6966855209795293,-1.3136637225227772
z19025,19025,5395,2022,2.997,0.0,40.146444,-75.161987,0.7006876307675224,-1.3118241454911752
z19026,19026,30738,13014,3.621,0.0,39.950318,-75.304042,0.697264586318756,-1.3143034729600955
z19027,19027,19067,8422,3.953,0.002,40.073118,-75.124431,0.699407850640205,-1.3111686696372964
z19029,19029,3971,1788,2.312,0.126,39.868345,-75.292496,0.6958338875710186,-1.3141019572446604
z19030,19030,12122,4810,4.528,0.084,40.180468,-74.837263,0.7012814615922208,-1.306156642530929
z19031,19031,4700,1993,2.873,0.0,40.109155,-75.217005,0.7000368149427463,-1.3127843907390375
z19032,19032,6606,2600,1.016,0.031,39.891296,-75.278777,0.6962344580876438,-1.3138625155245796
z19033,19033,7777,3108,1.103,0.0,39.890882,-75.328434,0.6962272324245405,-1.3147291936712422
z19034,19034,5999,2255,6.245,0.0,40.134266,-75.204847,0.7004750845712144,-1.31257219360858
z19035,19035,3780,1599,4.76,0.112,40.051349,-75.277642,0.6990279099153384,-1.3138427060375693
z19036,19036,12942,5580,1.529,0.0,39.903578,-75.293355,0.6964488194263739,-1.314116949622935
z19038,19038,31595,11875,7.878,0.002,40.100418,-75.171761,0.6998843255259994,-1.311994733972265
z19040,19040,20536,8551,5.924,0.0,40.176879,-75.105595,0.7012188217253669,-1.3108399194193905
z19041,19041,6248,2642,3.302,0.008,40.007406,-75.315837,0.6982609598821345,-1.3145093345453684
z19043,19043,2664,1086,0.396,0.0,39.900283,-75.30885,0.6963913108275206,-1.3143873883905317
z19044,19044,15853,6919,8.112,0.0,40.186067,-75.152867,0.7013791825770401,-1.3116649714633934
z19046,19046,17809,8152,6.623,0.0,40.101404,-75.105519,0.6999015344724242,-1.310838592969159
z19047,19047,35056,13507,17.49,0.45,40.179971,-74.912096,0.7012727873058385,-1.307462724770074
z19050,19050,28073,12192,3.684,0.0,39.937537,-75.263665,0.6970415157870585,-1.313598761368018
z19053,19053,25966,10086,10.485,0.077,40.153681,-74.974991,0.7008139402454892,-1.308560449603116
z19054,19054,17437,6564,4.138,0.131,40.173024,-74.818822,0.7011515392827025,-1.3058347863635689
z19055,19055,13924,5016,2.847,0.02,40.150307,-74.839218,0.7007550528365268,-1.3061907637178056
z19056,19056,15486,5661,3.678,0.019,40.149339,-74.885815,0.7007381580493676,-1.3070040347893574
z19057,19057,17191,6523,4.419,0.028,40.140815,-74.85404,0.7005893861839276,-1.3064494564195361
z19060,19060,11368,3923,7.849,0.0,39.849999,-75.493692,0.6955136894664478,-1.3176134898865028
z19061,19061,19997,8305,7.016,0.002,39.82883,-75.435069,0.6951442207170931,-1.3165903255191063
z19063,19063,35704,15241,23.076,0.275,39.92046,-75.416182,0.6967434659106955,-1.316260685183282
z19064,19064,24459,8963,7.961,0.027,39.933156,-75.340813,0.6969650529125286,-1.3149452479793464
z19066,19066,5864,1846,1.365,0.0,40.002583,-75.249064,0.6981767826523109,-1.3133439258439343
z19067,19067,51334,20684,28.504,2.476,40.206218,-74.81844,0.7017308838746095,-1.305828119205826
z19070,19070,7277,2907,1.084,0.0,39.906248,-75.324733,0.696495419717402,-1.3146645990356258
z19072,19072,9539,4261,3.237,0.03,40.023891,-75.257741,0.6985486774093258,-1.3134953680631298
z19073,19073,18332,8072,20.7,0.392,39.979412,-75.435416,0.6977723724113313,-1.3165963818116109
z19074,19074,5890,2334,0.777,0.037,39.88599,-75.295756,0.696141850917533,-1.3141588549782754
z19075,19075,7354,2833,2.26,0.01,40.11388,-75.185031,0.700119281749903,-1.3122263391640046
z19076,19076,6525,2731,0.745,0.012,39.886097,-75.30737,0.6961437184198327,-1.3143615575176022
z19078,19078,11067,4837,2.022,0.029,39.874378,-75.322125,0.6959391832847915,-1.3146190808487337
z19079,19079,9168,3714,1.847,0.152,39.898951,-75.266592,0.696368063041884,-1.3136498471552238
z19081,19081,10337,3719,2.234,0.0,39.898048,-75.347159,0.6963523027187386,-1.3150560065736783
z19082,19082,40997,16142,2.59,0.0,39.960411,-75.270393,0.6974407424001597,-1.3137161871200922
z19083,19083,35878,13558,5.557,0.0,39.977025,-75.312066,0.6977307114020861,-1.3144435181792757
z19085,19085,8932,2028,6.044,0.004,40.036973,-75.349913,0.6987770013820718,-1.3151040729412782
z19086,19086,11420,4476,3.853,0.0,39.890631,-75.370032,0.696222851648118,-1.3154552157334867
z19087,19087,32225,12978,15.965,0.029,40.061872,-75.402461,0.6992115709125257,-1.316021208556616
z19090,19090,18832,7756,5.373,0.005,40.157452,-75.124753,0.700879756611582,-1.3111742895974876
z19094,19094,4406,1886,0.802,0.0,39.874881,-75.346642,0.6959479622909291,-1.3150469832214453
z19095,19095,7063,3385,2.136,0.0,40.086002,-75.151408,0.699632718861032,-1.3116395071096068
z19096,19096,13572,5671,3.504,0.0,39.997882,-75.274178,0.6980947347241745,-1.3137822478322803
z19102,19102,4705,3513,0.189,0.0,39.952783,-75.165586,0.6973076086848176,-1.3118869598909544
z19103,19103,21908,16612,0.639,0.014,39.952896,-75.174298,0.6973095809068725,-1.312039012975388
z19104,19104,51808,20039,3.007,0.128,39.958719,-75.199069,0.697411211429216,-1.3124713484843995
z19106,19106,11740,7576,0.808,0.403,39.948629,-75.142789,0.6972351077076897,-1.3114890771813772
z19107,19107,14875,8400,0.549,0.0,39.951735,-75.158654,0.6972893176342567,-1.311765973667206
z19109,19109,0,0,0.003,0.0,39.949652,-75.163654,0.6972529624259377,-1.311853240129806
z19111,19111,63090,25613,4.831,0.0,40.060612,-75.080176,0.6991895797639506,-1.310396274176826
z19112,19112,13,1,1.739,1.29,39.889877,-75.169141,0.696209691865558,-1.3119490063458628
z19113,19113,120,50,3.457,0.022,39.870698,-75.247123,0.6958749551683181,-1.313310049003153
z19114,19114,30907,14010,5.599,0.308,40.069361,-75.000264,0.6993422786202076,-1.3090015466649725
z19115,19115,33207,14507,5.614,0.058,40.090698,-75.042868,0.6997146795227056,-1.309745126739492
z19116,19116,33112,13729,5.005,0.005,40.115569,-75.013276,0.7001487603609691,-1.309228648907242
z19118,19118,9808,4708,3.19,0.042,40.072443,-75.212415,0.699396069667754,-1.3127042801263706
z19119,19119,27035,12980,3.237,0.005,40.053348,-75.191112,0.6990627990470858,-1.3123324726358185
z19120,19120,68104,24009,3.404,0.028,40.034147,-75.119198,0.6987276783774102,-1.3110773365575392
z19121,19121,36572,16390,2.211,0.133,39.98198,-75.17912,0.6978171924665224,-1.3121231727519194
z19122,19122,21653,7427,1.269,0.0,39.977746,-75.145899,0.6977432952259931,-1.3115433569211143
z19123,19123,13416,7012,1.264,0.118,39.964441,-75.145526,0.6975110791690151,-1.3115368468430044
z19124,19124,66691,24872,4.875,0.034,40.017119,-75.092814,0.6984304837123808,-1.3106168488876933
z19125,19125,22958,10557,1.376,0.191,39.976249,-75.125105,0.6977171676470907,-1.3111804331564547
z19126,19126,15758,6465,1.143,0.0,40.05539,-75.13756,0.6990984386704115,-1.3113978139147904
z19127,19127,5913,3053,0.55,0.11,40.028146,-75.227549,0.6986229411689981,-1.3129684182553676
z19128,19128,35239,17333,7.065,0.103,40.048483,-75.227934,0.6989778887789762,-1.312975137772988
z19129,19129,10975,5192,2.199,0.099,40.013014,-75.185402,0.6983588379465863,-1.3122328143355295
z19130,19130,24870,14360,1.294,0.086,39.967935,-75.176073,0.6975720609730798,-1.312069992569611
z19131,19131,43172,21192,5.277,0.346,39.990184,-75.217795,0.697960379278356,-1.3127981788401282
z19132,19132,36268,17675,2.164,0.0,39.996262,-75.170855,0.6980664603902923,-1.311978921289242
z19133,19133,26063,10227,1.301,0.002,39.993092,-75.141671,0.6980111334530039,-1.31146956440034
z19134,19134,60675,23000,3.508,0.302,39.989604,-75.109091,0.6979502563686945,-1.3109009361300403
z19135,19135,33091,13264,2.329,0.331,40.02211,-75.048534,0.6985175930953477,-1.3098440170949102
z19136,19136,40647,14039,4.605,0.929,40.039406,-75.018555,0.6988194652427726,-1.309320784838455
z19137,19137,8638,3515,2.408,0.855,39.993169,-75.072044,0.698012477356528,-1.310254344002054
z19138,19138,32273,13267,1.723,0.0,40.056002,-75.159048,0.6991091200854337,-1.311772850264459
z19139,19139,41271,20327,1.77,0.002,39.961352,-75.229334,0.697457165948421,-1.3129995723825156
z19140,19140,54133,22209,3.052,0.006,40.012177,-75.145495,0.6983442295407473,-1.3115363057909362
z19141,19141,31376,14086,1.814,0.0,40.037574,-75.145697,0.6987874908108762,-1.3115398313560254
z19142,19142,29595,10958,1.686,0.01,39.921746,-75.233277,0.6967659108448762,-1.3130683907149219
z19143,19143,64849,29507,3.188,0.065,39.942579,-75.225905,0.6971295152879442,-1.3129397250424648
z19144,19144,43329,21796,3.433,0.014,40.033858,-75.174075,0.6987226343758721,-1.3120351208911563
z19145,19145,47261,20874,4.867,0.355,39.909857,-75.198265,0.6965584086501065,-1.3124573160372137
z19146,19146,35113,19058,1.69,0.085,39.939496,-75.184146,0.6970757067871052,-1.3122108930001246
z19147,19147,36228,19209,1.407,0.195,39.935327,-75.152489,0.6970029440105895,-1.3116583741188208
z19148,19148,49732,21567,4.223,0.61,39.911612,-75.151475,0.696589039178479,-1.3116406764802055
z19149,19149,55006,19984,2.429,0.0,40.037722,-75.065768,0.6987900738981692,-1.310144807138199
z19150,19150,23378,10504,1.508,0.0,40.072496,-75.171824,0.6993969946922577,-1.3119958335296937
z19151,19151,29883,13090,2.392,0.017,39.97957,-75.257036,0.6977751300315495,-1.3134830634919032
z19152,19152,33293,13730,2.819,0.015,40.060946,-75.046985,0.6991954091636523,-1.309816981944797
z19153,19153,12259,5524,7.157,1.249,39.893446,-75.229648,0.6962719826665618,-1.313005052716367
